ticker,year,month,day,filename,BrexitExposure,BrexitRisk,BrexitSentiment,NonBrexitRisk,NonBrexitSentiment
DPWGn.DE,2013,11,12,/Users/min/brexit-uncertainty/src/processed/2013/DPWGn.DE-2013-11-12-140654996696.txt,0.0,0.0,-0.0,4.0,73.0
BP.L,2013,07,30,/Users/min/brexit-uncertainty/src/processed/2013/BP.L-2013-07-30-140417902762.txt,0.0,0.0,-0.0,8.0,-57.0
LLY.N,2013,04,24,/Users/min/brexit-uncertainty/src/processed/2013/LLY.N-2013-04-24-138151103478.txt,0.0,0.0,-0.0,1.0,2.0
ULVR.L,2013,01,23,/Users/min/brexit-uncertainty/src/processed/2013/ULVR.L-2013-01-23-140768961785.txt,0.0,0.0,-0.0,4.0,89.0
ULVR.L,2013,10,24,/Users/min/brexit-uncertainty/src/processed/2013/ULVR.L-2013-10-24-138164413148.txt,0.0,0.0,-0.0,4.0,10.0
F.N,2013,10,24,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-10-24-136994481996.txt,0.0,0.0,-0.0,4.0,9.0
7203.T,2013,02,05,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-02-05-139314267214.txt,0.0,0.0,-0.0,0.0,-1.0
ULVR.L,2013,07,25,/Users/min/brexit-uncertainty/src/processed/2013/ULVR.L-2013-07-25-137345419573.txt,0.0,0.0,-0.0,7.0,130.0
AZN.L,2013,10,31,/Users/min/brexit-uncertainty/src/processed/2013/AZN.L-2013-10-31-138612541449.txt,0.0,0.0,-0.0,10.0,32.0
BARC.L,2013,02,13,/Users/min/brexit-uncertainty/src/processed/2013/BARC.L-2013-02-13-140595854486.txt,0.0,0.0,-0.0,14.0,3.0
F.N,2013,07,24,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-07-24-139980448368.txt,0.0,0.0,-0.0,8.0,135.0
TSCO.L,2013,10,02,/Users/min/brexit-uncertainty/src/processed/2013/TSCO.L-2013-10-02-140020697425.txt,0.0,0.0,-0.0,5.0,145.0
KRFT.O,2013,05,02,/Users/min/brexit-uncertainty/src/processed/2013/KRFT.O-2013-05-02-139658883669.txt,0.0,0.0,-0.0,3.0,82.0
BARC.L,2013,07,30,/Users/min/brexit-uncertainty/src/processed/2013/BARC.L-2013-07-30-139997364908.txt,0.0,0.0,-0.0,8.0,2.0
7203.T,2013,08,02,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-08-02-139647060577.txt,0.0,0.0,-0.0,1.0,-1.0
JNJ.N,2013,01,22,/Users/min/brexit-uncertainty/src/processed/2013/JNJ.N-2013-01-22-139766127942.txt,0.0,0.0,-0.0,9.0,171.0
F.N,2013,07,24,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-07-24-140510040589.txt,0.0,0.0,-0.0,1.0,21.0
F.N,2013,01,29,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-01-29-137306625477.txt,0.0,0.0,-0.0,10.0,65.0
BP.L,2013,10,29,/Users/min/brexit-uncertainty/src/processed/2013/BP.L-2013-10-29-138492794670.txt,0.0,0.0,-0.0,9.0,-37.0
7203.T,2013,05,08,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-05-08-137290957349.txt,0.0,0.0,-0.0,0.0,-1.0
JNJ.N,2013,10,15,/Users/min/brexit-uncertainty/src/processed/2013/JNJ.N-2013-10-15-138317421047.txt,0.0,0.0,-0.0,2.0,192.0
DPWGn.DE,2013,03,05,/Users/min/brexit-uncertainty/src/processed/2013/DPWGn.DE-2013-03-05-138356575985.txt,0.0,0.0,-0.0,8.0,58.0
7203.T,2013,02,05,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-02-05-139656630905.txt,0.0,0.0,-0.0,0.0,-1.0
LLY.N,2013,07,24,/Users/min/brexit-uncertainty/src/processed/2013/LLY.N-2013-07-24-138630738715.txt,0.0,0.0,-0.0,6.0,50.0
F.N,2013,04,24,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-04-24-138413489599.txt,0.0,0.0,-0.0,6.0,68.0
JNJ.N,2013,04,16,/Users/min/brexit-uncertainty/src/processed/2013/JNJ.N-2013-04-16-140537612427.txt,0.0,0.0,-0.0,2.0,50.0
AZN.L,2013,08,01,/Users/min/brexit-uncertainty/src/processed/2013/AZN.L-2013-08-01-137903948186.txt,0.0,0.0,-0.0,6.0,52.0
7203.T,2013,11,06,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-11-06-138393853642.txt,0.0,0.0,-0.0,0.0,6.0
F.N,2013,04,24,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-04-24-138333373615.txt,0.0,0.0,-0.0,1.0,-8.0
KRFT.O,2013,02,15,/Users/min/brexit-uncertainty/src/processed/2013/KRFT.O-2013-02-15-140858816269.txt,0.0,0.0,-0.0,3.0,37.0
F.N,2013,01,29,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-01-29-140697301708.txt,0.0,0.0,-0.0,2.0,-11.0
KR.N,2013,09,12,/Users/min/brexit-uncertainty/src/processed/2013/KR.N-2013-09-12-138765758492.txt,0.0,0.0,-0.0,0.0,110.0
TSCO.L,2013,04,17,/Users/min/brexit-uncertainty/src/processed/2013/TSCO.L-2013-04-17-138043584744.txt,0.0,0.0,-0.0,3.0,175.0
JNJ.N,2013,07,16,/Users/min/brexit-uncertainty/src/processed/2013/JNJ.N-2013-07-16-140981724350.txt,0.0,0.0,-0.0,4.0,216.0
BP.L,2013,04,30,/Users/min/brexit-uncertainty/src/processed/2013/BP.L-2013-04-30-139366941914.txt,0.0,0.0,-0.0,4.0,37.0
F.N,2013,10,24,/Users/min/brexit-uncertainty/src/processed/2013/F.N-2013-10-24-140310374921.txt,0.0,0.0,-0.0,5.0,167.0
7203.T,2013,08,02,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-08-02-140758595771.txt,0.0,0.0,-0.0,0.0,-1.0
LLY.N,2013,01,29,/Users/min/brexit-uncertainty/src/processed/2013/LLY.N-2013-01-29-138602223739.txt,0.0,0.0,-0.0,4.0,18.0
DPWGn.DE,2013,05,14,/Users/min/brexit-uncertainty/src/processed/2013/DPWGn.DE-2013-05-14-137074209707.txt,0.0,0.0,-0.0,3.0,38.0
KR.N,2013,12,05,/Users/min/brexit-uncertainty/src/processed/2013/KR.N-2013-12-05-140861526577.txt,0.0,0.0,-0.0,22.0,77.0
BARC.L,2013,02,12,/Users/min/brexit-uncertainty/src/processed/2013/BARC.L-2013-02-12-140840369742.txt,0.0,0.0,-0.0,10.0,13.0
7203.T,2013,11,06,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-11-06-137927219270.txt,0.0,0.0,-0.0,0.0,-1.0
LLY.N,2013,10,23,/Users/min/brexit-uncertainty/src/processed/2013/LLY.N-2013-10-23-138725879011.txt,0.0,0.0,-0.0,3.0,25.0
7203.T,2013,05,08,/Users/min/brexit-uncertainty/src/processed/2013/7203.T-2013-05-08-138962126734.txt,0.0,0.0,-0.0,0.0,1.0
KRFT.O,2013,08,01,/Users/min/brexit-uncertainty/src/processed/2013/KRFT.O-2013-08-01-140540605958.txt,0.0,0.0,-0.0,3.0,91.0
KR.N,2013,03,07,/Users/min/brexit-uncertainty/src/processed/2013/KR.N-2013-03-07-138804249267.txt,0.0,0.0,-0.0,0.0,85.0
KRFT.O,2013,10,30,/Users/min/brexit-uncertainty/src/processed/2013/KRFT.O-2013-10-30-137112529361.txt,0.0,0.0,-0.0,3.0,24.0
KR.N,2013,06,20,/Users/min/brexit-uncertainty/src/processed/2013/KR.N-2013-06-20-140247356635.txt,0.0,0.0,-0.0,2.0,66.0
AZN.L,2013,01,31,/Users/min/brexit-uncertainty/src/processed/2013/AZN.L-2013-01-31-138436681527.txt,0.0,0.0,-0.0,14.0,63.0
BARC.L,2013,07,30,/Users/min/brexit-uncertainty/src/processed/2013/BARC.L-2013-07-30-137974100339.txt,0.0,0.0,-0.0,15.0,28.0
BP.L,2013,02,05,/Users/min/brexit-uncertainty/src/processed/2013/BP.L-2013-02-05-137254135568.txt,0.0,0.0,-0.0,20.0,29.0
AZN.L,2013,04,25,/Users/min/brexit-uncertainty/src/processed/2013/AZN.L-2013-04-25-140645599042.txt,0.0,0.0,-0.0,5.0,-10.0
DPWGn.DE,2013,08,06,/Users/min/brexit-uncertainty/src/processed/2013/DPWGn.DE-2013-08-06-137814696397.txt,0.0,0.0,-0.0,1.0,33.0
AZN.L,2014,07,31,/Users/min/brexit-uncertainty/src/processed/2014/AZN.L-2014-07-31-137048371040.txt,0.0,0.0,-0.0,12.0,58.0
KRFT.O,2014,05,01,/Users/min/brexit-uncertainty/src/processed/2014/KRFT.O-2014-05-01-140468855273.txt,0.0,0.0,-0.0,2.0,83.0
7203.T,2014,11,05,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-11-05-137004337154.txt,0.0,0.0,-0.0,0.0,8.0
BARC.L,2014,02,11,/Users/min/brexit-uncertainty/src/processed/2014/BARC.L-2014-02-11-138479168847.txt,0.0,0.0,-0.0,27.0,43.0
KR.N,2014,03,06,/Users/min/brexit-uncertainty/src/processed/2014/KR.N-2014-03-06-138325545505.txt,0.0,0.0,-0.0,0.0,84.0
TSCO.L,2014,10,23,/Users/min/brexit-uncertainty/src/processed/2014/TSCO.L-2014-10-23-137542173818.txt,0.0,0.0,-0.0,10.0,22.0
KRFT.O,2014,10,29,/Users/min/brexit-uncertainty/src/processed/2014/KRFT.O-2014-10-29-138512734887.txt,0.0,0.0,-0.0,2.0,54.0
F.N,2014,01,28,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-01-28-137531650747.txt,0.0,0.0,-0.0,11.0,63.0
JNJ.N,2014,01,21,/Users/min/brexit-uncertainty/src/processed/2014/JNJ.N-2014-01-21-140695362782.txt,0.0,0.0,-0.0,1.0,285.0
7203.T,2014,02,04,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-02-04-140598541135.txt,0.0,0.0,-0.0,0.0,6.0
LLY.N,2014,04,24,/Users/min/brexit-uncertainty/src/processed/2014/LLY.N-2014-04-24-140503398539.txt,0.0,0.0,-0.0,6.0,37.0
DPWGn.DE,2014,11,12,/Users/min/brexit-uncertainty/src/processed/2014/DPWGn.DE-2014-11-12-139655011809.txt,0.0,0.0,-0.0,8.0,85.0
7203.T,2014,08,05,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-08-05-139185059905.txt,0.0,0.0,-0.0,0.0,-1.0
7203.T,2014,02,04,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-02-04-138790486159.txt,0.0,0.0,-0.0,0.0,-1.0
BARC.L,2014,07,30,/Users/min/brexit-uncertainty/src/processed/2014/BARC.L-2014-07-30-137655586843.txt,0.0,0.0,-0.0,5.0,24.0
F.N,2014,04,25,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-04-25-138757082359.txt,0.0,0.0,-0.0,2.0,5.0
AZN.L,2014,02,06,/Users/min/brexit-uncertainty/src/processed/2014/AZN.L-2014-02-06-137333756212.txt,0.0,0.0,-0.0,9.0,49.0
7203.T,2014,05,08,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-05-08-140260598328.txt,0.0,0.0,-0.0,0.0,-1.0
JNJ.N,2014,10,14,/Users/min/brexit-uncertainty/src/processed/2014/JNJ.N-2014-10-14-140968328466.txt,0.0,0.0,-0.0,1.0,43.0
JNJ.N,2014,07,15,/Users/min/brexit-uncertainty/src/processed/2014/JNJ.N-2014-07-15-136939263362.txt,0.0,0.0,-0.0,3.0,245.0
AZN.L,2014,04,24,/Users/min/brexit-uncertainty/src/processed/2014/AZN.L-2014-04-24-138155187673.txt,0.0,0.0,-0.0,8.0,61.0
DPWGn.DE,2014,03,12,/Users/min/brexit-uncertainty/src/processed/2014/DPWGn.DE-2014-03-12-138881543698.txt,0.0,0.0,-0.0,7.0,131.0
KR.N,2014,09,11,/Users/min/brexit-uncertainty/src/processed/2014/KR.N-2014-09-11-140264772688.txt,0.0,0.0,-0.0,1.0,90.0
BP.L,2014,10,28,/Users/min/brexit-uncertainty/src/processed/2014/BP.L-2014-10-28-139601218923.txt,0.0,0.0,-0.0,17.0,-43.0
BP.L,2014,04,29,/Users/min/brexit-uncertainty/src/processed/2014/BP.L-2014-04-29-138873565956.txt,0.0,0.0,-0.0,6.0,7.0
KRFT.O,2014,02,13,/Users/min/brexit-uncertainty/src/processed/2014/KRFT.O-2014-02-13-138383206301.txt,0.0,0.0,-0.0,4.0,53.0
TSCO.L,2014,04,16,/Users/min/brexit-uncertainty/src/processed/2014/TSCO.L-2014-04-16-138686263738.txt,0.0,0.0,-0.0,6.0,78.0
LLY.N,2014,10,23,/Users/min/brexit-uncertainty/src/processed/2014/LLY.N-2014-10-23-140350066769.txt,0.0,0.0,-0.0,10.0,57.0
BP.L,2014,02,04,/Users/min/brexit-uncertainty/src/processed/2014/BP.L-2014-02-04-140516368815.txt,0.0,0.0,-0.0,7.0,17.0
F.N,2014,10,24,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-10-24-140633530830.txt,0.0,0.0,-0.0,4.0,-13.0
ULVR.L,2014,01,21,/Users/min/brexit-uncertainty/src/processed/2014/ULVR.L-2014-01-21-138265242047.txt,0.0,0.0,-0.0,3.0,110.0
F.N,2014,04,25,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-04-25-140480486787.txt,0.0,0.0,-0.0,8.0,31.0
DPWGn.DE,2014,05,15,/Users/min/brexit-uncertainty/src/processed/2014/DPWGn.DE-2014-05-15-138612226032.txt,0.0,0.0,-0.0,1.0,26.0
F.N,2014,10,24,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-10-24-139914293729.txt,0.0,0.0,-0.0,2.0,-13.0
BP.L,2014,07,29,/Users/min/brexit-uncertainty/src/processed/2014/BP.L-2014-07-29-137542750717.txt,0.0,0.0,-0.0,13.0,-27.0
7203.T,2014,08,05,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-08-05-140200949134.txt,0.0,0.0,-0.0,0.0,5.0
DPWGn.DE,2014,08,05,/Users/min/brexit-uncertainty/src/processed/2014/DPWGn.DE-2014-08-05-141070758373.txt,0.0,0.0,-0.0,5.0,139.0
F.N,2014,07,24,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-07-24-138159749601.txt,0.0,0.0,-0.0,8.0,7.0
7203.T,2014,05,08,/Users/min/brexit-uncertainty/src/processed/2014/7203.T-2014-05-08-137400952494.txt,0.0,0.0,-0.0,1.0,14.0
ULVR.L,2014,07,24,/Users/min/brexit-uncertainty/src/processed/2014/ULVR.L-2014-07-24-140808402012.txt,0.0,0.0,-0.0,5.0,59.0
KR.N,2014,12,04,/Users/min/brexit-uncertainty/src/processed/2014/KR.N-2014-12-04-139745706351.txt,0.0,0.0,-0.0,2.0,95.0
LLY.N,2014,01,30,/Users/min/brexit-uncertainty/src/processed/2014/LLY.N-2014-01-30-137733750751.txt,0.0,0.0,-0.0,5.0,30.0
JNJ.N,2014,04,15,/Users/min/brexit-uncertainty/src/processed/2014/JNJ.N-2014-04-15-138664397120.txt,0.0,0.0,-0.0,5.0,46.0
AZN.L,2014,11,06,/Users/min/brexit-uncertainty/src/processed/2014/AZN.L-2014-11-06-140898783729.txt,0.0,0.0,-0.0,9.0,37.0
F.N,2014,07,24,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-07-24-138717199654.txt,0.0,0.0,-0.0,6.0,78.0
F.N,2014,01,28,/Users/min/brexit-uncertainty/src/processed/2014/F.N-2014-01-28-139897240330.txt,0.0,0.0,-0.0,2.0,-14.0
KR.N,2014,06,19,/Users/min/brexit-uncertainty/src/processed/2014/KR.N-2014-06-19-139422276709.txt,0.0,0.0,-0.0,1.0,99.0
BARC.L,2014,07,30,/Users/min/brexit-uncertainty/src/processed/2014/BARC.L-2014-07-30-137636642285.txt,0.0,0.0,-0.0,11.0,-22.0
KRFT.O,2014,07,30,/Users/min/brexit-uncertainty/src/processed/2014/KRFT.O-2014-07-30-140185835547.txt,0.0,0.0,-0.0,6.0,30.0
BARC.L,2014,02,11,/Users/min/brexit-uncertainty/src/processed/2014/BARC.L-2014-02-11-138655907391.txt,0.0,0.0,-0.0,19.0,22.0
LLY.N,2014,07,24,/Users/min/brexit-uncertainty/src/processed/2014/LLY.N-2014-07-24-139302271886.txt,0.0,0.0,-0.0,8.0,28.0
AZN.L,2015,04,24,/Users/min/brexit-uncertainty/src/processed/2015/AZN.L-2015-04-24-140431582871.txt,0.0,0.0,-0.0,6.0,62.0
LLY.N,2015,04,23,/Users/min/brexit-uncertainty/src/processed/2015/LLY.N-2015-04-23-140713304257.txt,0.0,0.0,-0.0,8.0,23.0
TSCO.L,2015,04,22,/Users/min/brexit-uncertainty/src/processed/2015/TSCO.L-2015-04-22-137805561180.txt,0.0,0.0,-0.0,12.0,-16.0
F.N,2015,07,28,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-07-28-140012226175.txt,0.0,0.0,-0.0,1.0,157.0
TSCO.L,2014,10,23,/Users/min/brexit-uncertainty/src/processed/2015/TSCO.L-2014-10-23-137542173818.txt,0.0,0.0,-0.0,10.0,22.0
7203.T,2015,08,04,/Users/min/brexit-uncertainty/src/processed/2015/7203.T-2015-08-04-140791751302.txt,0.0,0.0,-0.0,1.0,1.0
BP.L,2015,04,28,/Users/min/brexit-uncertainty/src/processed/2015/BP.L-2015-04-28-139475239787.txt,0.0,0.0,-0.0,5.0,-3.0
TSCO.L,2015,10,07,/Users/min/brexit-uncertainty/src/processed/2015/TSCO.L-2015-10-07-138251553332.txt,0.0,0.0,-0.0,3.0,24.0
LLY.N,2015,10,22,/Users/min/brexit-uncertainty/src/processed/2015/LLY.N-2015-10-22-137893388025.txt,0.0,0.0,-0.0,8.0,-3.0
BARC.L,2015,03,03,/Users/min/brexit-uncertainty/src/processed/2015/BARC.L-2015-03-03-138384321356.txt,0.0,0.0,-0.0,15.0,89.0
7203.T,2015,02,04,/Users/min/brexit-uncertainty/src/processed/2015/7203.T-2015-02-04-139439109769.txt,0.0,0.0,-0.0,0.0,8.0
F.N,2015,04,28,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-04-28-139443369260.txt,0.0,0.0,-0.0,1.0,115.0
KR.N,2015,09,11,/Users/min/brexit-uncertainty/src/processed/2015/KR.N-2015-09-11-137619808619.txt,0.0,0.0,-0.0,6.0,105.0
ULVR.L,2015,07,23,/Users/min/brexit-uncertainty/src/processed/2015/ULVR.L-2015-07-23-139751047647.txt,0.0,0.0,-0.0,4.0,134.0
F.N,2015,01,29,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-01-29-137436592837.txt,0.0,0.0,-0.0,3.0,11.0
ULVR.L,2015,01,20,/Users/min/brexit-uncertainty/src/processed/2015/ULVR.L-2015-01-20-138947660542.txt,0.0,0.0,-0.0,4.0,75.0
AZN.L,2015,07,30,/Users/min/brexit-uncertainty/src/processed/2015/AZN.L-2015-07-30-138445210800.txt,0.0,0.0,-0.0,9.0,101.0
LLY.N,2015,01,30,/Users/min/brexit-uncertainty/src/processed/2015/LLY.N-2015-01-30-137517310943.txt,0.0,0.0,-0.0,2.0,-14.0
JNJ.N,2015,10,13,/Users/min/brexit-uncertainty/src/processed/2015/JNJ.N-2015-10-13-139787077995.txt,0.0,0.0,-0.0,2.0,130.0
TSCO.L,2015,10,08,/Users/min/brexit-uncertainty/src/processed/2015/TSCO.L-2015-10-08-140003986498.txt,0.0,0.0,-0.0,3.0,12.0
BARC.L,2015,07,29,/Users/min/brexit-uncertainty/src/processed/2015/BARC.L-2015-07-29-137866188805.txt,0.0,0.0,-0.0,18.0,41.0
BARC.L,2015,03,03,/Users/min/brexit-uncertainty/src/processed/2015/BARC.L-2015-03-03-139166396369.txt,0.0,0.0,-0.0,29.0,-19.0
TSCO.L,2014,04,16,/Users/min/brexit-uncertainty/src/processed/2015/TSCO.L-2014-04-16-138686263738.txt,0.0,0.0,-0.0,6.0,78.0
7203.T,2015,05,08,/Users/min/brexit-uncertainty/src/processed/2015/7203.T-2015-05-08-137972812952.txt,0.0,0.0,-0.0,0.0,8.0
KR.N,2015,03,05,/Users/min/brexit-uncertainty/src/processed/2015/KR.N-2015-03-05-139002642110.txt,0.0,0.0,-0.0,1.0,87.0
DPWGn.DE,2015,11,11,/Users/min/brexit-uncertainty/src/processed/2015/DPWGn.DE-2015-11-11-141150488050.txt,0.0,0.0,-0.0,7.0,112.0
AZN.L,2015,02,05,/Users/min/brexit-uncertainty/src/processed/2015/AZN.L-2015-02-05-141044206614.txt,0.0,0.0,-0.0,6.0,52.0
F.N,2015,01,29,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-01-29-140721059283.txt,0.0,0.0,-0.0,5.0,72.0
DPWGn.DE,2015,08,06,/Users/min/brexit-uncertainty/src/processed/2015/DPWGn.DE-2015-08-06-140478938792.txt,0.0,0.0,-0.0,5.0,47.0
DPWGn.DE,2015,05,12,/Users/min/brexit-uncertainty/src/processed/2015/DPWGn.DE-2015-05-12-140182605509.txt,0.0,0.0,-0.0,3.0,76.0
LLY.N,2015,07,23,/Users/min/brexit-uncertainty/src/processed/2015/LLY.N-2015-07-23-138651090724.txt,0.0,0.0,-0.0,5.0,37.0
DPWGn.DE,2015,03,11,/Users/min/brexit-uncertainty/src/processed/2015/DPWGn.DE-2015-03-11-138978713502.txt,0.0,0.0,-0.0,8.0,110.0
JNJ.N,2015,07,14,/Users/min/brexit-uncertainty/src/processed/2015/JNJ.N-2015-07-14-137480098084.txt,0.0,0.0,-0.0,3.0,217.0
JNJ.N,2015,04,14,/Users/min/brexit-uncertainty/src/processed/2015/JNJ.N-2015-04-14-137872362613.txt,0.0,0.0,-0.0,2.0,57.0
KR.N,2015,12,03,/Users/min/brexit-uncertainty/src/processed/2015/KR.N-2015-12-03-138916625902.txt,0.0,0.0,-0.0,4.0,105.0
BP.L,2015,10,27,/Users/min/brexit-uncertainty/src/processed/2015/BP.L-2015-10-27-140581846900.txt,0.0,0.0,-0.0,11.0,146.0
KRFT.O,2015,02,12,/Users/min/brexit-uncertainty/src/processed/2015/KRFT.O-2015-02-12-139037742487.txt,0.0,0.0,-0.0,4.0,64.0
BP.L,2015,07,28,/Users/min/brexit-uncertainty/src/processed/2015/BP.L-2015-07-28-140305329388.txt,0.0,0.0,-0.0,10.0,22.0
F.N,2015,07,28,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-07-28-140639958897.txt,0.0,0.0,-0.0,5.0,28.0
BARC.L,2015,07,29,/Users/min/brexit-uncertainty/src/processed/2015/BARC.L-2015-07-29-139564796657.txt,0.0,0.0,-0.0,13.0,72.0
AZN.L,2015,11,05,/Users/min/brexit-uncertainty/src/processed/2015/AZN.L-2015-11-05-138024575947.txt,0.0,0.0,-0.0,9.0,40.0
F.N,2015,04,28,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-04-28-139523764395.txt,0.0,0.0,-0.0,1.0,-2.0
7203.T,2015,11,05,/Users/min/brexit-uncertainty/src/processed/2015/7203.T-2015-11-05-140840443514.txt,0.0,0.0,-0.0,0.0,14.0
F.N,2015,10,27,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-10-27-137308693489.txt,0.0,0.0,-0.0,1.0,158.0
KR.N,2015,06,18,/Users/min/brexit-uncertainty/src/processed/2015/KR.N-2015-06-18-139232474166.txt,0.0,0.0,-0.0,4.0,112.0
JNJ.N,2015,01,20,/Users/min/brexit-uncertainty/src/processed/2015/JNJ.N-2015-01-20-140647850378.txt,0.0,0.0,-0.0,4.0,191.0
BP.L,2015,02,03,/Users/min/brexit-uncertainty/src/processed/2015/BP.L-2015-02-03-139943305925.txt,0.0,0.0,-0.0,11.0,42.0
F.N,2015,10,27,/Users/min/brexit-uncertainty/src/processed/2015/F.N-2015-10-27-137578070606.txt,0.0,0.0,-0.0,1.0,34.0
KHC.OQ,2017,02,15,/Users/min/brexit-uncertainty/src/processed/2017/KHC.OQ-2017-02-15-139150056386.txt,0.0,0.0,-0.0,6.0,128.0
BP.L,2017,05,02,/Users/min/brexit-uncertainty/src/processed/2017/BP.L-2017-05-02-140077917104.txt,0.0,0.0,-0.0,3.0,20.0
KR.N,2017,09,08,/Users/min/brexit-uncertainty/src/processed/2017/KR.N-2017-09-08-139332442878.txt,0.0,0.0,-0.0,3.0,80.0
AZN.L,2017,02,02,/Users/min/brexit-uncertainty/src/processed/2017/AZN.L-2017-02-02-140607754798.txt,0.0,0.0,-0.0,12.0,103.0
JNJ.N,2017,04,18,/Users/min/brexit-uncertainty/src/processed/2017/JNJ.N-2017-04-18-139863288812.txt,0.0,0.0,-0.0,3.0,34.0
7203.T,2017,11,07,/Users/min/brexit-uncertainty/src/processed/2017/7203.T-2017-11-07-139563770726.txt,0.0,0.0,-0.0,0.0,4.0
F.N,2017,01,26,/Users/min/brexit-uncertainty/src/processed/2017/F.N-2017-01-26-139159806156.txt,6.69254450542096e-05,0.0,-0.0,5.0,114.0
LLY.N,2017,04,25,/Users/min/brexit-uncertainty/src/processed/2017/LLY.N-2017-04-25-138399030694.txt,0.0,0.0,-0.0,5.0,57.0
